video_id,label,gloss,path
16806,96,dissolve,/content/wlasl_keypoints/16806.npy
16808,96,dissolve,/content/wlasl_keypoints/16808.npy
16809,96,dissolve,/content/wlasl_keypoints/16809.npy
16811,96,dissolve,/content/wlasl_keypoints/16811.npy
29897,97,inspect,/content/wlasl_keypoints/29897.npy
29898,97,inspect,/content/wlasl_keypoints/29898.npy
29900,97,inspect,/content/wlasl_keypoints/29900.npy
29901,97,inspect,/content/wlasl_keypoints/29901.npy
29903,97,inspect,/content/wlasl_keypoints/29903.npy
52764,98,sneeze,/content/wlasl_keypoints/52764.npy
52765,98,sneeze,/content/wlasl_keypoints/52765.npy
52770,98,sneeze,/content/wlasl_keypoints/52770.npy
20868,99,fake,/content/wlasl_keypoints/20868.npy
20869,99,fake,/content/wlasl_keypoints/20869.npy
65674,99,fake,/content/wlasl_keypoints/65674.npy
20872,99,fake,/content/wlasl_keypoints/20872.npy
20861,99,fake,/content/wlasl_keypoints/20861.npy
20862,99,fake,/content/wlasl_keypoints/20862.npy
45652,100,quarrel,/content/wlasl_keypoints/45652.npy
45655,100,quarrel,/content/wlasl_keypoints/45655.npy
45656,100,quarrel,/content/wlasl_keypoints/45656.npy
45658,100,quarrel,/content/wlasl_keypoints/45658.npy
66748,101,wash face,/content/wlasl_keypoints/66748.npy
62349,101,wash face,/content/wlasl_keypoints/62349.npy
59596,102,triangle,/content/wlasl_keypoints/59596.npy
59602,102,triangle,/content/wlasl_keypoints/59602.npy
59603,102,triangle,/content/wlasl_keypoints/59603.npy
59609,102,triangle,/content/wlasl_keypoints/59609.npy
59597,102,triangle,/content/wlasl_keypoints/59597.npy
59598,102,triangle,/content/wlasl_keypoints/59598.npy
07127,103,bookstore,/content/wlasl_keypoints/07127.npy
07128,103,bookstore,/content/wlasl_keypoints/07128.npy
07130,103,bookstore,/content/wlasl_keypoints/07130.npy
07131,103,bookstore,/content/wlasl_keypoints/07131.npy
65116,104,awake,/content/wlasl_keypoints/65116.npy
04355,104,awake,/content/wlasl_keypoints/04355.npy
04356,104,awake,/content/wlasl_keypoints/04356.npy
04361,104,awake,/content/wlasl_keypoints/04361.npy
65206,105,bless,/content/wlasl_keypoints/65206.npy
06625,105,bless,/content/wlasl_keypoints/06625.npy
06626,105,bless,/content/wlasl_keypoints/06626.npy
06628,105,bless,/content/wlasl_keypoints/06628.npy
06629,105,bless,/content/wlasl_keypoints/06629.npy
06631,105,bless,/content/wlasl_keypoints/06631.npy
16131,106,dictionary,/content/wlasl_keypoints/16131.npy
16134,106,dictionary,/content/wlasl_keypoints/16134.npy
16124,106,dictionary,/content/wlasl_keypoints/16124.npy
16125,106,dictionary,/content/wlasl_keypoints/16125.npy
16126,106,dictionary,/content/wlasl_keypoints/16126.npy
16127,106,dictionary,/content/wlasl_keypoints/16127.npy
27823,107,honest,/content/wlasl_keypoints/27823.npy
27824,107,honest,/content/wlasl_keypoints/27824.npy
27826,107,honest,/content/wlasl_keypoints/27826.npy
27827,107,honest,/content/wlasl_keypoints/27827.npy
27829,107,honest,/content/wlasl_keypoints/27829.npy
15781,108,desk,/content/wlasl_keypoints/15781.npy
15772,108,desk,/content/wlasl_keypoints/15772.npy
15773,108,desk,/content/wlasl_keypoints/15773.npy
15774,108,desk,/content/wlasl_keypoints/15774.npy
15775,108,desk,/content/wlasl_keypoints/15775.npy
15776,108,desk,/content/wlasl_keypoints/15776.npy
05767,109,beg,/content/wlasl_keypoints/05767.npy
65168,109,beg,/content/wlasl_keypoints/65168.npy
05759,109,beg,/content/wlasl_keypoints/05759.npy
05762,109,beg,/content/wlasl_keypoints/05762.npy
05763,109,beg,/content/wlasl_keypoints/05763.npy
66776,110,while,/content/wlasl_keypoints/66776.npy
63119,110,while,/content/wlasl_keypoints/63119.npy
63122,110,while,/content/wlasl_keypoints/63122.npy
63124,110,while,/content/wlasl_keypoints/63124.npy
63126,110,while,/content/wlasl_keypoints/63126.npy
04324,111,average,/content/wlasl_keypoints/04324.npy
04325,111,average,/content/wlasl_keypoints/04325.npy
04326,111,average,/content/wlasl_keypoints/04326.npy
04330,111,average,/content/wlasl_keypoints/04330.npy
04332,111,average,/content/wlasl_keypoints/04332.npy
41055,112,parachute,/content/wlasl_keypoints/41055.npy
41056,112,parachute,/content/wlasl_keypoints/41056.npy
41058,112,parachute,/content/wlasl_keypoints/41058.npy
41060,112,parachute,/content/wlasl_keypoints/41060.npy
69301,113,down,/content/wlasl_keypoints/69301.npy
17436,113,down,/content/wlasl_keypoints/17436.npy
65526,113,down,/content/wlasl_keypoints/65526.npy
17428,113,down,/content/wlasl_keypoints/17428.npy
17429,113,down,/content/wlasl_keypoints/17429.npy
17430,113,down,/content/wlasl_keypoints/17430.npy
17431,113,down,/content/wlasl_keypoints/17431.npy
17433,113,down,/content/wlasl_keypoints/17433.npy
66115,114,mention,/content/wlasl_keypoints/66115.npy
66116,114,mention,/content/wlasl_keypoints/66116.npy
35676,114,mention,/content/wlasl_keypoints/35676.npy
18986,115,emotion,/content/wlasl_keypoints/18986.npy
18978,115,emotion,/content/wlasl_keypoints/18978.npy
18979,115,emotion,/content/wlasl_keypoints/18979.npy
18980,115,emotion,/content/wlasl_keypoints/18980.npy
18981,115,emotion,/content/wlasl_keypoints/18981.npy
18983,115,emotion,/content/wlasl_keypoints/18983.npy
12122,116,compare,/content/wlasl_keypoints/12122.npy
65386,116,compare,/content/wlasl_keypoints/65386.npy
12113,116,compare,/content/wlasl_keypoints/12113.npy
12114,116,compare,/content/wlasl_keypoints/12114.npy
12115,116,compare,/content/wlasl_keypoints/12115.npy
12116,116,compare,/content/wlasl_keypoints/12116.npy
12118,116,compare,/content/wlasl_keypoints/12118.npy
69243,117,bottle,/content/wlasl_keypoints/69243.npy
65235,117,bottle,/content/wlasl_keypoints/65235.npy
07286,117,bottle,/content/wlasl_keypoints/07286.npy
07287,117,bottle,/content/wlasl_keypoints/07287.npy
07288,117,bottle,/content/wlasl_keypoints/07288.npy
07290,117,bottle,/content/wlasl_keypoints/07290.npy
07292,117,bottle,/content/wlasl_keypoints/07292.npy
51716,118,silver,/content/wlasl_keypoints/51716.npy
51726,118,silver,/content/wlasl_keypoints/51726.npy
51717,118,silver,/content/wlasl_keypoints/51717.npy
51718,118,silver,/content/wlasl_keypoints/51718.npy
51719,118,silver,/content/wlasl_keypoints/51719.npy
51721,118,silver,/content/wlasl_keypoints/51721.npy
37341,119,museum,/content/wlasl_keypoints/37341.npy
66155,119,museum,/content/wlasl_keypoints/66155.npy
37333,119,museum,/content/wlasl_keypoints/37333.npy
37334,119,museum,/content/wlasl_keypoints/37334.npy
37335,119,museum,/content/wlasl_keypoints/37335.npy
69215,120,arm,/content/wlasl_keypoints/69215.npy
03344,120,arm,/content/wlasl_keypoints/03344.npy
65094,120,arm,/content/wlasl_keypoints/65094.npy
03337,120,arm,/content/wlasl_keypoints/03337.npy
03338,120,arm,/content/wlasl_keypoints/03338.npy
03339,120,arm,/content/wlasl_keypoints/03339.npy
03342,120,arm,/content/wlasl_keypoints/03342.npy
